id,name,description,meal_category,meal_parent_category
708137,Pizza Artischocken,mit Artischocken,Pizza Artischocken,Pizza
441328,Pizza Quattro Stagioni,"mit Tomatensauce, frisch geriebenem Käse, Artischocken, Hinterschinken, frischen Champignons, Peperoni und Oliven",Pizza Quattro Stagioni,Pizza
300587,Tortellini Carbonara,"mit Speck, Ei und Sahnesauce",Tortellini Carbonara,Pasta
428084,Combinazione Al Forno,"Spaghetti Bolognese, Lasagne, Tortelloni Alla Panna mit Käse überbacken",Combinazione,Pasta
62845,Pizza Valentino,"mit Schinken, Champignons, Artischocken und Ei",Pizza Valentino,Pizza
37221,Pasta Frutti di Mare,"mit Meeresfrüchten, Tomatensauce und Knoblauch (nach Wahl mit Knoblauch)",Spaghetti Frutti di Mare,Pasta
559764,Pizza Roma,"mit Broccoli, frischen Tomaten und Mozzarella",Pizza Roma,Pizza
270808,Pizza Sucuk,mit türkischer Wurst,Pizza Sucuk,Pizza
486672,Pizza Diavola,"mit Salami, Schinken und Champignons",Pizza Diavolo,Pizza
574565,Pizza Rustica,"mit Salami, Champignons und Formfleisch-Vorderschinken",Pizza Rustica,Pizza
495852,Pizza Athen,"mit Spinat, Gyros, Fetakäse, Peperoni und Knoblauch",Pizza Athen,Pizza
678338,Pizza Hawaii,"mit Kochschinken, Ananas und herzhaftem Gouda",Pizza Hawaii,Pizza
338774,Pizza Margherita,mit Tomatensauce und Käse,Pizza Margherita,Pizza
290389,Pizza Partigiana,"mit Spinat, Artischocken und Knoblauch",Pizza mit Artischocken,Pizza
213211,Pizza Mexican 2,"mit Rindfleisch, frischen Champignons, Paprika und Zwiebeln",Pizza Mexican,Pizza
509634,Pizza Aloa,mit Thunfisch und Ananas,Pizza Aloa,Pizza
260661,Pizza Mozzarella,"mit Mozzarella, Tomaten und Basilikum",Pizza Mozzarella,Pizza
195921,Pizza mit Salami und Champignon,,Pizza Salami,Pizza
148462,Pizza Pollo Funghi,"mit Hähnchenbrustfilet, Paprika, Champignons, Knoblauch und Peperoni",Pizza Chicken,Pizza
360070,Pizza Contadina,"mit Paprika, scharfen Peperoni und Knoblauch",Pizza Contadina,Pizza
265552,Pasta Frutti di Mare,"mit Meeresfrüchten, Knoblauch und Tomatensauce",Pasta Frutti di Mare,Pasta
174007,Pizza Spezial,"mit Pilzen, Schinken, Salami, Paprika, Oliven und Artischocken",Pizza Spezial,Pizza
649576,Pizza Spinaci,mit Spinat und Gorgonzola,Pizza Spinaci,Pizza
437609,Pasta al Pesto,mit Sahne und Basilikumsauce,Pasta al Pesto,Pasta
651986,Pizza O Sole Mio,"mit Salami, Schinken, Pilzen und Ei",Pizza O Sole Mio,Pizza
223075,Pizza Diavolo,"mit Tomaten, Käse, Salami, Paprika und milden Peperoni",Pizza Diavolo,Pizza
286679,Penne mit Bolo/Hack,,Penne Bolognese,Pasta
2870,Rigatoni Quattro Formaggi,Nudelröllchen mit vier versch. Käsesorten,Rigatoni Quattro Formaggi,Pasta
686139,Tortellini Bolognese,mit Fleischsauce,Tortellini Bolognese,Pasta
206219,"Pizza mit Thunfisch, Gorgonzola und Pilzen",,Pizza Tonno,Pizza
221753,Rigatoni Laguna in Tomatensauce,"mit Zwiebeln, Lachs und Knoblauch",Rigatoni Pomodoro,Pasta
650576,Pizza Hawaii,"mit Schinken, Ananas und Käse",Pizza Hawaii,Pizza
691796,Pizza Roma,mit Hinterschinken und frischen Champignons,Pizza Roma,Pizza
236920,Pasta Bolognese,mit Rindergehacktem,Pasta Bolognese,Pasta
79098,Pizza Hawaii,mit Ananas und Schinken,Pizza Hawaii,Pizza
475159,Pizzabrötchen mit Schinken,,Pizzabrötchen mit Schinken,Pizza
260812,Pizza,jede kleine Pizza mit 3 Auflagen und eine Dose Cola,Pizza,Pizza
313247,Pizza Regina,"mit frischer Paprika, Broccoli und Mais, scharf",Pizza Regina,Pizza
276977,Pizza Diavola,"mit Peperonisalami, Schinken, Schafskäse, Knoblauch und Peperoncini",Pizza Diavola,Pizza
115526,Pizza Spinat,"mit Spinat, Knoblauch, Mozzarella und Karpen",Pizza Spinaci,Pizza
707227,Pizza Bianca,"mit Cream Fresh, Speck, roten Zwiebeln und Kirschtomaten",Pizza Bianca,Pizza
134875,Spaghetti Carbonara,"mit Schinken, Ei, Käse und Sahnesauce",Spaghetti Carbonara,Pasta
158261,Pizza Cipolla,mit Zwiebeln,Pizza Cipolla,Pizza
199520,Pizza Hackfleisch,"mit Tomaten, Käse und Hackfleisch",Pizza Hackfleisch,Pizza
232879,Pizza Vesuvio,"mit Peperoniwurst, Sardellen, Knoblauch, Zwiebeln, scharfen Peperoni und Ei",Pizza Vesuvio,Pizza
663192,Pizza Vulcano,"Tomatensauce mit Basilikum, Salami, scharfen Peperoni und Edamer",Pizza Vulcano,Pizza
447093,Spaghetti Napoli,mit Tomaten und Basilikum,Spaghetti Napoli,Pasta
655342,Spaghetti Pollo,"mit Hähnchenfiletstreifen, frischen Champignons und Sahnesauce",Spaghetti Pollo,Pasta
498460,Pizza Pirata,mit Hackfleischsauce und Spaghetti,Pizza Pirata,Pizza
174227,Pizza Calzone,"mit Salami, Vorderschinken, Pilzen und Oliven",Pizza Calzone,Pizza
238531,Pizza Salami,mit Salami,Pizza Salami,Pizza
298011,Pizza Vegetaria,"mit Spinat, Broccoli, Mais, Paprika und Artischocken",Pizza Vegetaria,Pizza
423952,Pasta con Pollo,"mit Hähnchenfleisch, Broccoli, Paprika in Curry-Sahnesauce und Käse überbacken",Pasta Pollo,Pasta
123324,Pizza mit Thunfisch und Zwiebeln,,Pizza Tonno,Pizza
395875,Pizza Quattro Stagioni,"mit Schinken, Thunfisch, Champignons und Paprika",Pizza Quattro Stagioni,Pizza
207510,Gnocchi Bella Italia,"mit Pfifferlingen, Broccoli, Spinat und Knoblauch in Tomaten-Sahnesauce",Gnocchi Italia,Pasta
46668,"Spaghetti Aglio, scharf","in Olivenöl, mit Knoblauch und Peperoni",Spaghetti Aglio e Olio,Pasta
661285,Rigatoni Bolognese,,Rigatoni Bolognese,Pasta
326161,Pizza Contadina,"mit Spinat, Weichkäse und Zwiebeln",Pizza Contadina,Pizza
245744,Spaghetti Napoli,mit Tomatensauce und Sahne,Spaghetti Napoli,Pasta
287097,Pizza Spinaci,"mit Tomatensauce, Käse, Oregano, Spinat und Knoblauch",Pizza Spinaci,Pizza
200888,Pizza 2 Salami,"mit Tomatensauce, Käse, Salami, Peperoniwurst und Salami",Pizza Salami,Pizza
97914,Spaghetti al Forno,mit Fleischsauce und Käse überbacken,Spaghetti al Forno,Pasta
582103,Pizza San Remo,mit Schinken und Champignons,Pizza San Remo,Pizza
503698,Pizza Milano,"mit Pilzen, Salami, Oliven, Schinken und Sardellen",Pizza Milano,Pizza
262958,Gefüllte Pizzabrötchen mit Schinken,und Käse (8 Stück),Pizzabrötchen,Pizza
636935,Pizza Prosciutto,mit Vorderschinken,Pizza Prosciutto,Pizza
647969,Pizza Napoli,mit Sardellen und Oliven,Pizza Napoli,Pizza
228986,Pizza Spezial,"mit Peperoniwurst, Salami, Schinken, Zwiebeln und Oliven",Pizza Spezial,Pizza
433992,Pizza Regina,mit Champignons und Schinken,Pizza Regina,Pizza
662559,Pizza Quattro,4 Jahreszeiten mit Eiern (roh),Pizza Quattro,Pizza
457249,Pizza Quattro Stagioni,"mit Schinken, Salami, Artischocken und Champignons",Pizza Quattro Stagioni,Pizza
296377,Pizza Salame & Peperoni,"mit Mozzarella, Salami und pikanten Peperoni",Pizza Salami,Pizza
311386,Spaghetti al Tonno,"mit Tomatensauce, Thunfisch und Zwiebeln",Spaghetti Tonno,Pasta
687823,Pizza Quattro Formaggi,"mit Tomaten, Käse, Parmesan, Gorgonzola, Mozzarella, Vorderschinken und Peperoni",Pizza Quattro Formaggi,Pizza
731025,Pasta Gorgonzola,mit Gorgonzola und Sahne,Spaghetti Gorgonzola,Pasta
39547,Gnocchi Gorgonzola,mit Gorgonzolasauce und Parmesan,Gnocchi Gorgonzola,Pasta
150766,Pizzabrötchen mit Salami,und Käse,Pizzabrötchen,Pizza
588362,Pizza Frutti di Mare,mit Meeresfrüchten und Knoblauch,Pizza Frutti di Mare,Pizza
174428,Pizza Hot Dog,"mit Würstchen, Röstzwiebeln, Snack-Gurken, Snack-Sauce und Ketchup",Pizza Hot Dog,Pizza
97541,Pizza Toscana,"mit Salami, Schinken, Champignons, Zwiebeln und Peperoni",Pizza Toscana,Pizza
562664,Pizza Spinaci,mit Spinat,Pizza Spinaci,Pizza
331580,Pizza Schafskäse,mit Spinat und Zwiebeln,Pizza Schafskäse,Pizza
41165,Pizza Margherita,,Pizza Margherita,Pizza
8013,"Pizza mit Hackfleisch, Paprika, Mais, Bohnen und Peperoni",,Pizza Hackfleisch,Pizza
418394,Calzone Salami,mit Salami,Pizza Calzone,Pizza
238291,Pizza mit Salami,,Pizza Salami,Pizza
446117,Pizza Mexican Pollo,"mit Hühnerbrust, Broccoli, Mais und Chilisauce",Pizza Mexican,Pizza
322857,Spaghetti Diavolo,"mit Schinken, Champignons, Peperonis, Zwiebeln, Tomatensauce und Knoblauch",Spaghetti Diavolo,Pasta
407724,Spaghetti ai Frutti di Mare,mit Meeresfrüchten und Knoblauch in Weißwein-Tomatensauce,Spaghetti Frutti di Mare,Pasta
596903,Pizza Europa,"mit Salami, Schinken, Peperoniwurst und Sardellen",Pizza Europa,Pizza
704423,Tagliatelle Funghi,mit frischen Champignons und Sahnesauce,Tagliatelle Funghi,Pasta
296597,Pizza Vegetaria,"mit Pizzasauce, frischen Champignons, Zucchini, fruchtigen Kirschtomaten, Broccoli und Gouda",Pizza Vegetaria,Pizza
257545,Pizza BBQ Western,"mit BBQ-Sauce, Zwiebeln, Rindfleischstreifen und Bacon",Pizza Western Barbecue,Pizza
506294,Pasta Frutti di Mare,mit Meeresfrüchten,Pasta Frutti di Mare,Pasta
139778,Pasta Aglio e Olio,mit Olivenöl und Knoblauch,Spaghetti Aglio Olio,Pasta
309312,Pizza Vegetaria,mit Auberginen und Zucchini,Pizza Vegetaria,Pizza
370557,Pizzabrötchen mit Kräuterbutter,,Pizzabrötchen,Pizza
653629,Pizza Napoli,"mit Mozzarella, Sardellen, Kapern und Oliven",Pizza Napoli,Pizza
29521,Pasta Lachs,mit Lachs und Sahnesauce,Pasta Salmone,Pasta
349853,Pizza Cipolla,mit Zwiebeln,Pizza Cipolla,Pizza
462724,Pasta Diavolo,"mit Penne, Tomatensauce, Peperonisalami, Kirschtomaten, angenehm scharfen Jalapenos, süßen roten Zwiebeln & Parmesan",Pasta Diavolo,Pasta
475546,Pizza Philadelphia,"mit Frischkäse, Blattspinat, süßen roten Zwiebeln & Gouda",Pizza Philadelphia,Pizza
561221,Rigatoni Gorgonzola,mit Sahnesauce,Rigatoni Gorgonzola,Pasta
730168,Pizza Salami,mit Salami,Pizza Salami,Pizza
27746,Pizza Spinat,mit Spinat und Knoblauch,Pizza Spinaci,Pizza
691263,Pizza Tonno,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
657568,Pizza Valentino,"mit Schinken, Thunfisch, Artischocken, frischen Champignons und Ei",Pizza Valentino,Pizza
737671,Pizza Margherita,mit Käse und Tomaten,Pizza Margherita,Pizza
78803,Pizza Milano,"mit Pizzasauce, Champignons, Paprika, Mais, Broccoli und Schinkenstreifen",Pizza Milano,Pizza
228748,Penne Al Forno,mit Tomaten und Sahnesauce überbacken,Penne al Forno,Pasta
569999,Pizza Texas,"mit Hackfleisch, Paprika, Bohnen, Mais, Zwiebeln und Barbecuesauce",Pizza Texas,Pizza
294975,Pizza Roma,"mit Schinken, Salami, Peperoniwurst und Champignons",Pizza Roma,Pizza
486650,Penne Bolognese,mit Hackfleischsauce und Käse überbacken,Penne Bolognese,Pasta
690595,Maccheroni Bolognese,mit Fleischsauce,Maccheroni Bolognese,Pasta
382764,Pizzabrot mit Käse überbacken,Oregano und Knoblauch,Pizzabrötchen,Pizza
593160,Pizza O Sole Mio,"mit Tomatensauce, Käse, Schinken und Peperoni",Pizza O Sole Mio,Pizza
651829,Pizza mit Allem,ohne Meeresfrüchte,Pizza mit Allem,Pizza
392740,Pasta Scampi,mit Aurorasauce,Pasta Scampi,Pasta
14632,Spaghetti Aglio Olio,"mit Olivenöl, Knoblauch und frischen Tomaten",Spaghetti Aglio e Olio,Pasta
530491,Pizza Hawaii,"Tomaten, Schinken, Ananas und Käse",Pizza Hawaii,Pizza
313291,Tortellini Alla Panna,"mit Schinken, frischen Pilzen und Sahnesauce",Tortellini alla Panna,Pasta
368752,Pizza Tonno,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
63041,Pizza Vier Jahreszeiten,,Pizza Vier Jahreszeiten,Pizza
113272,Pizza Calzone,"mit extra Käse, Putenschinken, Pilzen und Paprika",Pizza Calzone,Pizza
394905,Cannelloni,gefüllt mit Rinderhackfleisch und Tomaten-Sahnesauce,Cannelloni,Pasta
584110,Pizza Hollandaise,"mit Schinken, Broccoli und Sauce Hollandaise",Pizza Hollandaise,Pizza
240219,Pizza Scampi Speciale,"mit Spinat, Scampi, Knoblauch und Sauce Hollandaise",Pizza Scampi,Pizza
335038,Pizza Salami,mit Salami,Pizza Salami,Pizza
514815,Pizza Napoli,"mit Kapern, Sardellen und Oliven",Pizza Napoli,Pizza
565050,Pizza Quattro Formaggi,mit 4 verschiedenen Käsesorten,Pizza Quattro Formaggi,Pizza
614846,Pizza Tonno,mit Thunfisch,Pizza Tonno,Pizza
187045,Mini Pizza mit Salami und Schinken,,Pizza Salami,Pizza
554399,Pizza Mista,"mit Salami, Schinken, Oliven und Peperoni",Pizza Mista,Pizza
53071,Mittagstisch - Pizza Verdura,mit frischem Gemüse,Pizza Verdura,Pizza
521257,Pizza Bella,"mit Formfleisch-Vorderschinken, Salami, Krabben und Thunfisch",Pizza Bella,Pizza
507808,Pizza Kreta,"mit Hähnchenbrustfilet, Ananas und Currysauce",Pizza Kreta,Pizza
383915,Pizza Parma e Rucola,"mit Parmaschinken, Rucola und Parmesankäse",Pizza Parma,Pizza
22478,Calzone Hawaii,"mit gekochtem Schinken, Käse und Ananas",Pizza Calzone,Pizza
283622,Pizza Calzone Classico,"mit Schinken, Salami, Tomaten, Feta und Oliven",Pizza Calzone,Pizza
620932,Pizza Mais,,Pizza Mais,Pizza
257576,Pizza Prosciutto e Funghi,"mit saftigem Vorderschinken, frischen Champignons und Käse",Pizza Prosciutto,Pizza
181322,Wunschpizza,,Wunschpizza,Pizza
124788,Grüne Gnocchi Spinaci Pomodoro,mit Tomatensauce,Gnocchi Spinaci,Pasta
505780,Pizza Hawaii,mit Schinken und Ananas,Pizza Hawaii,Pizza
119034,Pizza Gyros,"mit Tomaten, Käse, Gyros, Zwiebeln und frischen Tomaten",Pizza Gyros,Pizza
709602,Pizza Rucola,"mit Tomate, Rucola und Parmesan",Pizza Rucola,Pizza
285719,Pizza Hawaii,"mit Truthahnschinken, Ananas und Curry",Pizza Hawaii,Pizza
93201,Rigatoni mit Gorgonzola und Sahnesauce,,Rigatoni Gorgonzola,Pasta
24185,Pizza Quattro Stagioni,"mit Tomaten, Käse, frischen Pilzen, Paprika, Artischocken und Schinken",Pizza Quattro Stagioni,Pizza
71241,Pizza Vier Jahreszeiten,"mit Salami, Schinken, Pilzen und Artischocken",Pizza Vier Jahreszeiten,Pizza
324791,Pizza Calzone,"gefüllte Pizza mit Salami, Schinken und Champignons",Pizza Calzone,Pizza
383422,Pizza Scampi,"mit Scampis, Kirschtomaten, Spinat, Sauce Hollandaise, Tomatensauce und Käse",Pizza Scampi,Pizza
188602,Spaghetti Carbonara,"mit Schinken, Sahne, Ei und Parmesan",Spaghetti Carbonara,Pasta
269496,Pizza Bolognese con Parmigiano,mit Rinderbolognese und Parmesan,Pizza Bolognese,Pizza
287746,Tagliatelle Della Casa,"mit Champignons, Schinken, Erbsen und Fleischsauce",Tagliatelle Della Casa,Pasta
312261,Pizza Regina,mit Vorderschinken und frischen Champignons,Pizza Regina,Pizza
211773,Pizza Salami,mit Salami,Pizza Salami,Pizza
496368,Spaghetti Bolognese,mit Tomaten in Hackfleischsauce,Spaghetti Bolognese,Pasta
699769,Pizza Bolognese,mit Bolognesesauce,Pizza Bolognese,Pizza
388408,Pizza Regina,mit Mozzarella und Basilikum,Pizza Regina,Pizza
408289,Pizza Rustica,mit Salami und Rucola,Pizza Rustica,Pizza
201579,Pizza Quattro Stagioni,"mit Salami, Formfleischvorderschinken, Thunfisch und Champignons",Pizza Quattro Stagioni,Pizza
364980,Pizza Mozzarella,"mit Mozzarella, Schinken, Peperoniwurst und Basilikum",Pizza Mozzarella,Pizza
698317,Pizza Prosciutto,mit Käse und Schinken,Pizza Prosciutto,Pizza
481249,Spaghetti Napoli,mit Tomatensugo,Spaghetti Napoli,Pasta
145874,8 Pizzabrötchen gefüllt mit Salami,,Pizzabrötchen mit Salami,Pizza
131209,"Tortellini Arrabiata, scharf","mit Kapern, Knoblauch, Oliven und Peperoni",Tortellini Arrabiata,Pasta
364877,Pizza Mista Spezial,"mit Salami, Champignons, Thunfisch und Schinken",Pizza Mista,Pizza
350441,Pizza Schinken,mit Schinken,Pizza Prosciutto,Pizza
434088,Spaghetti Aglio e Olio,"mit Olivenöl, Parmesankäse und Knoblauch",Spaghetti Aglio e Olio,Pasta
220141,Pizza Capricciosa,"mit Vorderschinken, frischen Champignons, Artischocken, Oliven und Paprika",Pizza Capricciosa,Pizza
131970,Tortellini Bolognese,mit Hackfleischsauce,Tortellini Bolognese,Pasta
386997,Tagliatelle grün alla Chef,"mit Erbsen, Schinken und Fleischsauce",Tagliatelle alle Chef,Pasta
15582,Gnocchi Pomodoro,mit Tomatensauce und Knoblauch,Gnocchi al Pomodoro,Pasta
409801,Pizza Tonno,,Pizza Tonno,Pizza
708980,Pizza Fantasia,"mit Thunfisch, Zwiebeln, Fetakäse, Champignons und Knoblauch",Pizza Fantasia,Pizza
708747,Pizza Mista,"mit Champignons, Thunfisch, Schinken und Salami",Pizza Mista,Pizza
113332,Pizza Contadina,"mit Kartoffelscheiben, Schafskäse, Paprika, milden Peperoni, Zucchini, Tomaten und Käse",Pizza Contadina,Pizza
265623,Pizza Calzone,"gefüllt mit Schinken, Paprika, Pilzen, Thunfisch und Zwiebeln",Pizza Calzone,Pizza
717348,Pizza Amerika,"mit Tomatensauce, frisch geriebenem Käse, Mais, Salami, roten Zwiebeln und Peperoni",Pizza Amerika,Pizza
133995,Rigatoni alla Chef,"mit Gorgonzola -Sahnesauce, Tomaten und Zwiebeln",Rigatoni alla Chef,Pasta
459781,Pizza Torino,"mit Plockwurst, Thunfisch und Zwiebeln",Pizza Torino,Pizza
706877,Pizzabrot,mit Fetakäse,Pizzabrot,Pizza
720385,Pizza Spinaci,mit Spinat,Pizza Spinaci,Pizza
371627,Pizza Mais,"mit Tomatensauce, Schinken, Champignons, Tomaten, Mais und Käse",Pizza Mais,Pizza
654364,Pizza Salami,mit Salami,Pizza Salami,Pizza
388851,Pizza Salami,,Pizza Salami,Pizza
89998,Maccheroni Gorgonzola,mit Gorgonzolakäse und Sahnesauce,Maccheroni Gorgonzola,Pasta
690298,Pizza Lachs,"mit Lachs, Spinat, Oliven, Creme fraiche und schwarzem Pfeffer",Pizza Salmone,Pizza
4175,Pizza Americana,"mit  Champignons, Mais, Salami und Zwiebeln",Pizza Americana,Pizza
713850,Pizza,"eine Pizza nach Wahl und alkoholfreies Getränk 0,33l",Pizza,Pizza
745310,Pizza Hawaii,mit Truthahnfleischstücken und Ananas,Pizza Hawaii,Pizza
339900,Pizza Napoli,mit Sardellen und Oliven,Pizza Napoli,Pizza
439672,Pizza Margherita,mit Käse,Pizza Margherita,Pizza
561782,Pizza Mozzarella,"mit Tomaten, Mozzarella, frischen Tomaten und Basilikum",Pizza Mozzarella,Pizza
709932,Pizza Thunfisch,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
735597,Pizza Chicken Curry,"mit Tomatensauce, Käse, Hähnchenfleisch, frischen Tomaten,  Ananas und Zwiebeln",Pizza Chicken,Pizza
446987,Pizza Vegetarisch,"mit Artischocken, Oliven, Ananas, Champignons, Zwiebeln, Peperoni und Paprika",Pizza Vegetaria,Pizza
380933,Pizza Diavolo,"mit Peperoniwurst, grünen Peperoni, Knoblauch und Oliven, sehr Scharf!",Pizza Diavolo,Pizza
340121,Pizza Chicken,"mit Hähnchenbrust, Tomaten, Pilzen, Zwiebeln und Currysauce",Pizza Chicken,Pizza
635905,Pizza Margherita,mit Käse und Tomatensauce,Pizza Margherita,Pizza
179720,Pizza Calzone,"mit Ei, gekochtem Vorderschinken, Salami, Paprika, Peperoniwurst und Pilzen, scharf",Pizza Calzone,Pizza
213294,Spaghetti Funghi,mit frischen Champignons in Tomatensauce,Spaghetti Funghi,Pasta
69396,Pasta Bolognese,mit Hackfleischsauce,Spaghetti Bolognese,Pasta
322725,Pizza Greek,"mit Tomaten, Weichkäse und Zwiebeln",Pizza Greek,Pizza
579275,Rigatoni Bolognese,mit Fleischsauce und frischem Parmesankäse,Rigatoni Bolognese,Pasta
628040,Pizza Broccoli,"mit Broccoli, Knoblauch und frischen Tomaten",Pizza Broccoli,Pizza
75065,Pizza Mozzarella,"mit frischen Tomaten, Mozzarella und Oliven",Pizza Mozzarella,Pizza
179405,Pizza Funghi,"mit würziger Tomatensauce, frisch geriebenem Edamer und frischen Champignons",Pizza Funghi,Pizza
38200,Pizza Marinara,"mit Tomaten, Käse, Thunfisch, Kapern und Sardellen",Pizza Marinara,Pizza
429432,Pizza Vier Jahreszeiten,"mit Artischocken, Paprika, Spargel, Pilzen, Käse und Tomatensauce",Pizza Vier Jahreszeiten,Pizza
449651,Tortellini alla panna,mit Schinken und Sahnesauce,Tortellini alla Panna,Pasta
144478,Pizza Hackfleisch,,Pizza Hackfleisch,Pizza
69157,Tortellini alla Panna,Sahnesauce und Schinken,Tortellini alla Panna,Pasta
248440,Pizza Pane bianca,Pizzabrot ohne Tomatensauce mit frischem Rosmarino und Olivenöl,Pizza Pane,Pizza
447650,Pizza Carbonara,"mit Sahnesauce, Parmesan, Speck, roten Zwiebeln, Tomatensauce und Mozzarella",Pizza Carbonara,Pizza
37659,Pizza Tonno Cipolla,"mit Thunfisch, Zwiebeln und Peperoni",Pizza Tonno,Pizza
515279,Pizza Salami Peperoni,,Pizza Salami Peperoni,Pizza
253873,Pizza Capriciosa,"mit Salami, Hinterschinken, Paprika, Peperoniwurst, Champignons, Artischockenherzen und grünen Peperoni",Pizza Capricciosa,Pizza
324325,Pizza Spezial,"mit Salami, Schinken und Champignons",Pizza Spezial,Pizza
270243,Pizza Funghi,mit Champignons,Pizza Funghi,Pizza
363537,Pizza Rucco,"mit frischen Tomaten, Mozzarella und frischem Rucola",Pizza Rucola,Pizza
515908,Pizza Bolognese,mit Hackfleisch und Zwiebeln,Pizza Bolognese,Pizza
536465,Pizza Vegetaria,"mit Spinat, Paprika, Pilzen, Artischocken und Broccoli",Pizza Vegetaria,Pizza
535272,Pizza Spinaci,mit Spinat und Knoblauch,Pizza Spinaci,Pizza
