id,name,description,meal_category,meal_parent_category
589466,Pizza Broccoli,mit Broccoli und Knoblauch,Pizza Broccoli,Pizza
277234,Pizza mit Schinken,,Pizza Prosciutto,Pizza
648530,Pizza Americana,"mit Hackfleisch, Mais, Speck und Zwiebeln",Pizza Americana,Pizza
670934,Pizza Salami,"mit Tomaten, Käse und Salami",Pizza Salami,Pizza
357361,Pizza Gorgonzola e Spinaci,mit Gorgonzola und Spinat,Pizza Gorgonzola,Pizza
385414,Tortellini Bolognese,mit Hackfleischsauce,Tortellini Bolognese,Pasta
63963,Spaghetti Scampi,mit Rucola in einer leichten Tomatensauce,Spaghetti Scampi,Pasta
740021,Pizza Frutti di Mare,mit Meeresfrüchten und Knoblauch,Pizza Frutti di Mare,Pizza
140703,Pizza Napoli,"mit Sardellen, Oliven und Zwiebeln",Pizza Napoli,Pizza
611550,Pizza Salami,,Pizza Salami,Pizza
272142,Pizza Frutti di Mare,mit Meeresfrüchten,Pizza Frutti di Mare,Pizza
620323,Pizza Prosciutto,mit Schinken,Pizza Prosciutto,Pizza
562737,Pizza Gyros,mit Gyros und Zwiebeln,Pizza Gyros,Pizza
744387,Pizza Salvatore,mit Tomatenscheiben und Speck (ohne Tomatensauce),Pizza Salvatore,Pizza
305308,Pizza Funghi,mit frischen Champignons,Pizza Funghi,Pizza
17953,Maccaroni Bolognese,mit Hackfleisch-Tomatensauce,Maccheroni Bolognese,Pasta
269341,Spaghetti Napoli,mit Tomatensauce,Spaghetti Napoli,Pasta
259840,Tagliatelle Napoli,mit Tomatensauce,Tagliatelle Napoli,Pasta
688558,Spaghetti Aglio e Olio,"mit Knoblauch, Olivenöl und Peperoni, scharf",Spaghetti Aglio e Olio,Pasta
212500,Pizza Pollo,"mit Hühnerfleisch, Zwiebeln und Mozzarella",Pizza Chicken,Pizza
426601,Pizza Vulcano,"mit Rindersalami, Schinken und Spinat",Pizza Vulcano,Pizza
169041,"Pizza Salami, Schinken und Pilze",,Pizza Salami,Pizza
301289,Pizza Miami,"mit Hähnchenbruststreifen, Broccoli und Mais",Pizza Miami,Pizza
55317,Spaghetti mit Meeresfrüchten,,Spaghetti Frutti di Mare,Pasta
581364,Pizza Parma,mit Gorgonzola und Parmaschinken,Pizza Parma,Pizza
322118,Pizza Margherita,,Pizza Margherita,Pizza
598101,Spaghetti al Pomodoro,mit Tomatensoße,Spaghetti al Pomodoro,Pasta
8541,Pizza Prosciutto,mit Schinken,Pizza Prosciutto,Pizza
372303,Spaghetti Frutti di Mare,"mit Meeresfrüchten, frischen Kirschtomaten, Basilikum und Knoblauch",Spaghetti Frutti di Mare,Pasta
336968,Spaghetti Gamberetti,mit Krabben in Tomaten-Sahnesauce,Spaghetti Gamberetti,Pasta
102907,Pasta Carbonara,"mit Schinken, Ei, Parmesan und Sahnesauce",Spaghetti Carbonara,Pasta
415318,Pizza Florenz,"mit Hinterschinken, Tomaten, ofenfrisch belegt mit gerösteten Pinienkernen, Rucola und Parmesan gehobelt",Pizza Florenz,Pizza
631475,Pizza Vegetaria,mit verschiedenem gebratenen Gemüse,Pizza Vegetaria,Pizza
237827,Pizza Kreta,"mit Blattspinat, Knoblauch und Balkankäse",Pizza Kreta,Pizza
406494,Pasta Gorgonzola,mit Gorgonzola-Sahnesauce,Spaghetti Gorgonzola,Pasta
163206,Pizza Broccoli,"mit Tomatensauce, Broccoli und Käse",Pizza Broccoli,Pizza
3545,Pizza Chicken & Curry Cheesy,"mit Ananas, Curry-Hähnchenfleisch und Currysauce",Pizza Curry Chicken,Pizza
580370,Pizza Calzone,gefüllt mit Formvorderschinken und Champignons,Pizza Calzone,Pizza
97961,Pizza Spezial,"mit Schinken, Salami, Peperoniwurst, Champignons, Zwiebeln und Ei",Pizza Spezial,Pizza
507389,Pizza Prosciutto,mit Schinken,Pizza Prosciutto,Pizza
157453,Pizza Napoli,mit Sardellen und Oliven,Pizza Napoli,Pizza
140834,Pizza mit Artischocken,,Pizza mit Artischocken,Pizza
613973,Pizza Bella,"mit Gorgonzolakäse, Schafskäse",Pizza Bella,Pizza
601164,Pasta Bolognese,mit Bolognesesauce,Pasta Bolognese,Pasta
162844,Pizza Gorgonzola,"mit Tomatensauce, Gouda und Gorgonzola",Pizza Margherita,Pizza
324979,Pizzabrötchen,,Pizzabrötchen,Pizza
78973,Pizza Mexico,"mit Hähnchenfleisch, Paprika, Zwiebeln, Champignons, Tomaten und Käse (scharf)",Pizza Mexicana,Pizza
524072,Pizza Diavolo,"mit scharfer Salami, Champignons und Peperocini",Pizza Diavolo,Pizza
336807,Tagliatelle al Funghi,mit frischen Champignons und Sahnesauce,Tagliatelle Funghi,Pasta
669773,Pizza Zingara,"mit Salami, Schinken, Zwiebeln, Paprika und Knoblauch",Pizza Zingara,Pizza
361196,Pizza Salmone,"mit Lachsfiletstücken, Spinat, Knoblauch und roten Zwiebeln",Pizza Salmone,Pizza
188778,Gnocchi Carbonara,mit Schinken und Eiern in Sahnesauce,Gnocchi Carbonara,Pasta
449409,Pizza Amore,"mit Spinat, frischem Lachs, Shrimps und Creme Fraiche",Pizza Amore,Pizza
232737,Pizza Venezia,"mit Tomatensauce, Käse, Schinken, Champignons, Paprika und Schafskäse",Pizza Venezia,Pizza
149121,Pizza Gamberetti,"mit Tomatensauce, Käse, Krabben und Knoblauch",Pizza Gamberetti,Pizza
35667,Pizza Salami,mit Salami,Pizza Salami,Pizza
53869,Pizza Spezial,"mit Salami, Schinken, Champignons, Paprika, Peperoni und Mais",Pizza Spezial,Pizza
627128,Pizza Amerika,"mit Schinken, Zwiebeln und Spiegelei",Pizza Amerika,Pizza
511778,"Pizza mit Salami, Schinken, Pilzen, Paprika, Peperoni und Zwiebeln",,Pizza Salami,Pizza
474835,Pizza Hawaii,mit Schinken und Ananas,Pizza Hawaii,Pizza
500093,Rigatoni Spinaci,mit Spinat und Knoblauch-Sahnesauce,Rigatoni Spinaci,Pasta
377398,Pizza Mozzarella,,Pizza Mozzarella,Pizza
625099,Pizza Funghi,"mit Pizzasauce, Käse und Champignons",Pizza Funghi,Pizza
556335,Pizza Texas,"mit Bohnen, Mais, Zwiebeln und Doppelkäse",Pizza Texas,Pizza
682294,Pizza Margherita,,Pizza Margherita,Pizza
591571,Pizza Verona,"mit Grundbelag, Spinat, frischen Tomatenscheiben, Putenbrustfilet, Mais und Mozzarellakäse",Pizza Verona,Pizza
43705,Pasta Alla Chef,"mit Erbsen, Schinken, Pilzen, Sahne und Tomatensauce",Pasta alla Chef,Pasta
456593,Pizza Hollandaise,"mit Scampi, Spinat und Sauce Hollandaise",Pizza Hollandaise,Pizza
184422,Pizza Bianca,"mit Sahnesauce, Mozzarella, Vorderschinken und Mais",Pizza Bianca,Pizza
709363,Tortellini alla Panna,mit Schinken und Sahnesauce,Tortellini alla Panna,Pasta
623552,Pizzabrot,mit Tomatensauce,Pizzabrot,Pizza
487013,Gnocchi Pollo,"mit Putenbruststreifen, Spinat und Tomaten-Sahnesauce",Gnocchi Pollo,Pasta
22429,Pizza Hawaii,"mit Schinken, Ananas und Käse",Pizza Hawaii,Pizza
191278,Pizza Tonno,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
619076,Pizza Regina,mit Putenschinken und frischen Champignons,Pizza Regina,Pizza
26833,Pizza Hawaii,mit Vorderschinken und Ananas,Pizza Hawaii,Pizza
356621,Pizza Funghi,mit Champignons,Pizza Funghi,Pizza
615204,Pizza Döner,"mit Eisbergsalat, frischen Tomaten, Zwiebeln, Dönerfleisch und Joghurtsauce",Pizza Döner,Pizza
540787,Pizza Mozzarella,mit frischen Tomaten und frischem Basilikum,Pizza Mozzarella,Pizza
332990,Tagliatelle Bolognese,Bandnudeln mit Hackfleischsauce,Tagliatelle Bolognese,Pasta
336892,Pasta Gorgonzola,"mit Gorgonzola, Käse und Sahnesauce",Spaghetti Gorgonzola,Pasta
613972,Pizza Mexicana,"mit Mais, Bohnen, Zwiebeln, Paprika, Knoblauch, scharf",Pizza Mexicana,Pizza
166108,Party Pizza,mit Zutaten nach Ihren Wünschen,Partypizza,Pizza
156922,Pizza Prosciutto,"mit Tomaten, Käse und Schinken",Pizza Prosciutto,Pizza
355157,Pizza Romana,"mit Champignons, frischer Paprika, frischen Tomaten, milden Peperoni, Knoblauch und Mozzarella",Pizza Roma,Pizza
518453,Pizza Spinaci,mit Spinat und Knoblauch,Pizza Spinaci,Pizza
333705,Pizzabrot mit Knoblauch,"und Käse, 6 Stück",Pizzabrötchen,Pizza
483011,Pizza California,"mit Hähnchenbrustfilet, Zwiebeln, Mais, Paprika, scharfen Peperoni und BBQ",Pizza California,Pizza
700630,Spaghetti Tonno,mit Thunfisch und Zwiebeln in Tomatensauce,Spaghetti Tonno,Pasta
156103,Pizza Margherita,"mit Tomaten, Käse und Oregano",Pizza Margherita,Pizza
155235,Tagliatelle Quattro Formaggi,mit 4 Käsesorten und Sahne,Tagliatelle Quattro Formaggi,Pasta
141048,Pasta alla Panna,mit Schinken und Sahnesauce,Pasta alla Panna,Pasta
172606,Pizza mit Hackfleisch und Zwiebeln,,Pizza Hackfleisch,Pizza
112810,Pizza Margherita,,Pizza Margherita,Pizza
526563,Pizza Vegetaria,"mit Pilzen, Paprika, Spargel, Artischocken, Broccoli und Zwiebeln",Pizza Vegetaria,Pizza
199672,Spaghetti Amatriciana,"mit Speck, Zwiebeln, Tomatensauce und Pilzen",Spaghetti Amatriciana,Pasta
679717,Pizza New York,"mit gebratene Rinderfilet-Streifen, grünem Spargel und frischen Tomaten. Dazu Sauce Hollandaise und grob gestoßener Pfeffer - überbacken mit Gouda",Pizza New York,Pizza
484701,Pizza Quattro Formaggi,mit vier verschiedenen Käsesorten,Pizza Quattro Formaggi,Pizza
293745,Pizza Cipolla,"mit Tomatensauce, Käse und Zwiebeln",Pizza Cipolla,Pizza
438641,Tortellini Carbonara,"mit Schinken, Sahne und Ei",Tortellini Carbonara,Pasta
665933,Spaghetti Carbonara,"mit Schinken, Ei und Sahnesauce",Spaghetti Carbonara,Pasta
276319,Pasta Gamberetti,mit Shrimps und Knoblauch in Tomatensauce,Pasta Gamberetti,Pasta
119185,Spaghetti Aglio Olio Peperoncino,mit Knoblauch und Peperoncini,Spaghetti Aglio e Olio,Pasta
24831,Pizza Mozzarella,"mit frischen Tomaten, Mozzarella und Basilikum",Pizza Mozzarella,Pizza
462959,Pizza Diavolo,"mit Tomatensauce, Käse, scharfer Salami, Kapern, Zwiebeln und scharfen Peperoni",Pizza Diavolo,Pizza
520094,Spaghetti Frutti di Mare,"mit Tomatensauce, Meeresfrüchten und Knoblauch",Spaghetti Frutti di Mare,Pasta
216542,Pizza Hollandaise,"mit Schinken, Ananas und Sauce Hollandaise",Pizza Hollandaise,Pizza
339936,Maccheroni Mare,"mit Tomatensauce, Krabben und Sahne",Maccheroni Frutti di Mare,Pasta
670548,Tortellini Carbonara,"mit Putenschinken, Ei, Sahne und Petersilie",Tortellini Carbonara,Pasta
157173,Spaghetti Napoli,mit Tomatensauce,Spaghetti Napoli,Pasta
573189,Pizza Vier Jahreszeiten,,Pizza Vier Jahreszeiten,Pizza
573683,Pizza Chicago,"mit Putenfleisch, Curry, Ananas und Käse",Pizza Chicago,Pizza
408051,Pizza Mafia,"mit Rindersalami, Zwiebeln und Peperoni (scharf)",Pizza Mafia,Pizza
465022,Pizza Thunfisch,"mit Tomatensauce, Thunfisch, roten Zwiebeln und Käse",Pizza Tonno,Pizza
42174,Pizza Funghi,mit Champignons,Pizza Funghi,Pizza
338484,Rigatoni Lachs,mit Sahnesauce,Rigatoni Salmone,Pasta
601355,Pizza Prosciutto,mit Formfleisch-Vordeschinken,Pizza Prosciutto,Pizza
348268,Spaghetti Bolognese,in Fleischsauce,Spaghetti Bolognese,Pasta
26192,Pizza Salami,,Pizza Salami,Pizza
19353,Pizza Vier Jahreszeiten,"mit Champignons, Salami, Schinken und Artischocken",Pizza Vier Jahreszeiten,Pizza
535200,Pizza Spezial,"mit Paprika, Broccoli, Zwiebeln, Champignons, Spinat, scharfer Peperoni und Sahnesauce",Pizza Spezial,Pizza
411698,Pizza Tonno,"mit Tomatensauce, Käse, Zwiebeln und Thunfisch",Pizza Tonno,Pizza
724647,Pizza Chicken,"mit Hühnerbrust, Mais und roten Zwiebeln",Pizza Chicken,Pizza
596710,Pizza Mozzarella,mit frischen Tomaten und Mozzarella,Pizza Mozzarella,Pizza
170336,Pizza Quattro Stagioni,"mit Schinken, Salami, Champignons und Mais",Pizza Quattro Stagioni,Pizza
190280,Pizza Casa,"mit Schinken, Salami, Champignons und Oliven",Pizza Casa,Pizza
673038,Pizza Diavolo,"mit Tomatensauce, frisch geriebenem Käse, extra viel Hot-Chili-Salami und Peperoni",Pizza Diavolo,Pizza
542784,Pizza Mista,"mit Salami, Schinken und Champignons",Pizza Mista,Pizza
233126,Tortellini Carbonara,"mit Sahen, Schinken, Ei und Petersilie",Tortellini Carbonara,Pasta
324962,Pizza Tonno,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
462496,Pizza Philadelphia,"mit Frischkäse, Blattspinat, süßen roten Zwiebeln & Gouda",Pizza Philadelphia,Pizza
157435,Tortellini ai Quattro Formaggi,mit 4 verschiedenen Käsesorten,Tortellini Quattro Formaggi,Pasta
95238,Pizza Adria,"mit Tomatensauce, Käse, Schinken, gekochtem Ei, Zwiebeln und Oregano",Pizza Adria,Pizza
738358,Pizza Capricciosa,"mit Artischocken, Oliven, Champignons, Vorderschinken und Salami",Pizza Capricciosa,Pizza
562182,Pizza Fantasia,"mit salami, schinken, Champignons, Geflügel und Käse",Pizza Fantasia,Pizza
595204,Pizza Bolognese,,Pizza Bolognese,Pizza
347626,Gnocchi alla Chef,"mit Spinat, Gorgonzola und Sahnesauce",Gnocchi alla Chef,Pasta
689708,Pizza Prosciutto,mit Schinken,Pizza Prosciutto,Pizza
690390,Spaghetti Carbonara,"mit Vorderschinken, Ei und Sahnesauce",Spaghetti Carbonara,Pasta
289936,Tortellini alla Panna,fleischgefüllte Teigringe mit Sahnesauce,Tortellini alla Panna,Pasta
638439,Pizza Calzone,"mit Tomaten, Käse, Salami, Champignons und Vorderschinken",Pizza Calzone,Pizza
508055,Pizza Mozzarella,"mit frischen Tomaten, Mozzarella, Oliven und Basilikum",Pizza Mozzarella,Pizza
46475,Calzone Tonno,"mit Tomaten, Käse, Thunfisch und Zwiebeln",Pizza Calzone,Pizza
663013,Combinazione,"mit Rigatoni, Lasagne und Tortellini, dazu überbacken",Combinazione,Pasta
350017,Pizza Margherita,"mit Tomatensauce, Käse und Oregano",Pizza Margherita,Pizza
426692,Pizza Margherita,,Pizza Margherita,Pizza
419260,Pizza Regina,"mit Hinterschinken, Salami, frischen Champignons, Tomatensauce, Käse und Oregano",Pizza Regina,Pizza
241143,Pizza Vegetarisch,mit frischen Gemüse und Zwiebeln,Pizza Vegetaria,Pizza
36866,Spaghetti Bolognese,mit Fleischsauce aus Rind,Spaghetti Bolognese,Pasta
708115,Rigatoni Alla Panna,mit Sahnesauce und Truthahnschinken,Rigatoni alla Panna,Pasta
88972,Pizza,jede Pizza 28 cm + ein Getränk,Pizza,Pizza
539083,Pizza Gamberetti,"mit Tomaten, Käse, Salami, Schinken, Paprika, Champignons und Oliven",Pizza Gamberetti,Pizza
378497,Spaghetti/Rigatoni Frutti di Mare,"mit Meeresfrüchten, Tomatensauce und Knoblauch",Rigatoni Frutti di Mare,Pasta
316414,Pizza Funghi,"mit Tomatensauce, Käse und frischen Champignons",Pizza Funghi,Pizza
578761,Pizza Contadina,"mit Salami, Paprika, Zwiebeln und Peperoni (scharf)",Pizza Contadina,Pizza
489789,Penne mit Lachs,Sahnesauce und Tomaten,Penne Salmone,Pasta
167610,Pizza Milano,"mit Peperoniwurst, Champignons, Curry und Knoblauchsauce",Pizza Milano,Pizza
639094,Pizza Cipolla,mit Zwiebeln,Pizza Cipolla,Pizza
696699,Pizza Calzone,"mit Salami, Schinken, Champignons, Hackfleisch und Paprika",Pizza Calzone,Pizza
463971,Pizza Florida,"mit Putenbruststreifen, frischen Champignons und Ananas",Pizza Florida,Pizza
426357,Samstags - Pizza Margherita,,Pizza Margherita,Pizza
390317,Spaghetti Tonno,"mit Thunfisch, Zwiebeln und Tomatensauce",Spaghetti Tonno,Pasta
511212,Pasta Gorgonzola,,Spaghetti Gorgonzola,Pasta
351773,"Pizza mit Thunfisch, Zwiebeln und Spinat",,Pizza Tonno,Pizza
386730,Pizza Caprese,mit frischen Tomaten und Mozzarella,Pizza Caprese,Pizza
445886,Partypizza Margherita,,Pizza Margherita,Pizza
447130,Pizza Verdemare,"mit Meeresfrüchten, Thunfisch und Knoblauch",Pizza Verdemare,Pizza
527021,Pizza Broccoli,mit Broccoli und Knoblauch,Pizza Broccoli,Pizza
372227,Pasta Diavolo,"mit Jalopenos, Oliven, Zwiebeln, Artischocken und Tomatensauce, scharf",Pasta Diavolo,Pasta
670785,Pizza Spezial,"mit Salami, Schinken und Champignons",Pizza Spezial,Pizza
469982,Pizza Tonno,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
273305,Pizza Krabben,mit Krabben und frischer Knoblauch,Pizza Inferno,Pizza
44953,Calzone 2,"Schinken, Thunfisch, Champignons, Ananas, Peperoni, Knoblauch",Pizza Calzone,Pizza
141806,Pizza Rucola,"mit Schinken, Mozzarella, frischen Tomaten und Rucola",Pizza Rucola,Pizza
21645,Canneloni,,Cannelloni,Pasta
129274,Pizza Prosciutto,mit Schinken,Pizza Prosciutto,Pizza
29213,Penne al Arabiata,"mit Peperoni, Oliven und Tomatensauce",Penne Arrabiata,Pasta
128587,Gnocchi al Forno,Kartoffelnudeln in Sahne mit Mozzarella überbacken,Gnocchi al Forno,Pasta
464000,Pizza Miami,"Sahnesauce, Käse, Rindersteakspitzen, grüner Spargel und Champignons",Pizza Miami,Pizza
400751,Pasta Chicken,"mit Hähnchenbrust, frischen Champignons und Curry-Sahne-Sauce",Pasta Pollo,Pasta
503276,Spaghetti Salmone,mit Tomatenwürfeln und Lachs in Sahnesauce,Spaghetti Salmone,Pasta
18400,Cannelloni,,Cannelloni,Pasta
86963,Pizza Napoli,"mit Sardellen, Oliven und Kapern",Pizza Napoli,Pizza
147072,Pizza Vegetaria,"mit Broccoli, Spinat und Pilzen",Pizza Vegetaria,Pizza
289131,Pizza Broccoli,"mit Broccoli, Gorgonzola und Schinken",Pizza Broccoli,Pizza
672853,Mini-Pizza Funghi,"mit Tomatensauce, frisch geriebenem Käse und frischen Champignons",Pizza Funghi,Pizza
13677,Spaghetti Bolognese,mit Fleischsauce,Spaghetti Bolognese,Pasta
352932,Spaghetti Carbonara,"mit Schinken, Ei und Sahne",Spaghetti Carbonara,Pasta
27621,Pizza Spezial,"mit Thunfisch, Gorgonzola, milden Peperoni  und Zwiebeln",Pizza Spezial,Pizza
705009,Spaghetti mit Krabben,Champignons und Tomaten in Sahnesauce,Spaghetti mit Krabben,Pasta
592341,Pizza Gorgonzola,,Pizza Gorgonzola,Pizza
358208,Pizzabrot,,Pizzabrötchen,Pizza
122424,Wunschpizza,mit Tomaten und Käse,Wunschpizza,Pizza
146114,Pizza Spaghetti,"mit Tomaten, Spaghetti, Mozzarella und Bolognese",Pizza Spaghetti,Pizza
295010,Pizza,jede große Pizza,Pizza,Pizza
28746,Pizza Hollandaise,"mit Spargel, Hähnchen und Sauce Hollandaise",Pizza Hollandaise,Pizza
18347,Pizza Pomodoro Fresco e Rucola,"Tomaten, Mozzarella, frische Strauchtomaten, Rucola und Parmesan",Pizza Rucola,Pizza
190395,Spaghetti Gorgonzola,"mit Gorgonzola, Sahnesauce, Schinken und Käse",Spaghetti Gorgonzola,Pasta
620512,Spaghetti Bolognese,mit Hackfleischsauce,Spaghetti Bolognese,Pasta
205553,Rigatoni Al Forno,,Rigatoni al Forno,Pasta
315105,Pasta Matriciana,"mit Speck, Zwiebeln, Knoblauch und Tomatensauce",Pasta Matriciana,Pasta
451071,Pizza Montana,"mit würziger Pizzasauce, Streifen vom Rind, Steakpfeffer, rotem Paprika, Kirschtomaten, angenehm scharfen Jalapeños & Gouda",Pizza Montana,Pizza
78814,Pizza Hawaii,"mit Tomatensauce, Schinken, Ananas und Käse",Pizza Hawaii,Pizza
33000,Rigatoni Bolognese,mit Fleischsauce,Rigatoni Bolognese,Pasta
238017,Pizza Vegetaria,"mit Tomaten, Käse, Champignons, Brokkoli, Zwiebeln, Spinat, Paprika, Oliven und Peperoni",Pizza Vegetaria,Pizza
476569,Pizza Bella Italia,"mit Blattspinat, Broccoli, frischen Pilzen und Mozzarella",Pizza Bella Italia,Pizza
202264,Pizza Margherita,mit Tomaten und Käse,Pizza Margherita,Pizza
187336,Pizza Regina,"mit Schinken, frischen Champignons, Spargel, Broccoli und Sauce Hollandaise",Pizza Regina,Pizza
34311,Pizza Tonno,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
394811,Pizza Quattro Formaggi,"mit Mozzarella, Gorgonzola, Parmesan und Gouda",Pizza Quattro Formaggi,Pizza
551570,Pizza Salami Paprika,"mit Tomaten, Käse, Salami und Paprika",Pizza Salami Paprika,Pizza
170,Pizza Tonno,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
367269,Pizza Gorgonzola Pomodori,"mit frischen Tomatenscheiben und Gorgonzola, auf Wunsch mit Knoblauch",Pizza Gorgonzola,Pizza
227003,Pizza Peperoni,,Pizza Peperoni,Pizza
219214,Pizza Marinara,mit Meeresfrüchten,Pizza Marinara,Pizza
21683,Pizza Romane,mit Salami und Schinken,Pizza Roma,Pizza
373668,Maccaroni Carbonara,"mit Schinken, Ei und Sahnesauce",Maccheroni Carbonara,Pasta
327875,Spaghetti mit Schinken-Champignon-Sahnesauce,,Spaghetti mit Schinken-Sahnesauce,Pasta
576698,Pizza Margherita,mit Tomaten und Käse,Pizza Margherita,Pizza
220889,Pizza mit Hackfleisch,,Pizza Hackfleisch,Pizza
410329,Pizzabrötchen mit Salami,8 Stück gefüllt mit echtem Gouda und Salami,Pizzabrötchen mit Salami,Pizza
599648,Pizza Casa,"mit Putenstücken, Blumenkohl, und Hollandaise-Sauce",Pizza Casa,Pizza
182594,Pizza Prosciutto,"mit feiner Tomatensauce, echtem Edamer Käse und saftigem Hinterschinken",Pizza Prosciutto,Pizza
661907,Pizza Chicago,"mit Tomatensauce, Mozzarella, Käse, Salami, Bacon, Hackfleisch und Zwiebeln",Pizza Chicago,Pizza
532198,Pizza Florenz,"mit Hähnchendöner, Tomatenscheiben und Paprika",Pizza Florenz,Pizza
726692,Pizza Prosciutto,Margherita mit Hinterschinken³ ? ? ?,Pizza Prosciutto,Pizza
181775,Tortellini Bolognese,mit Hackfleisch und Tomatensauce,Tortellini Bolognese,Pasta
74317,Pizza Tonno,"mit Thunfisch, Zwiebeln und Knoblauch",Pizza Tonno,Pizza
61620,Pizza Carciofi,"mit Tomaten, Käse und Artischocken",Pizza Carciofi,Pizza
121421,Pasta Gorgonzola,"mit Sahne, Gorgonzola, Parmesan und Parmaschinken",Spaghetti Gorgonzola,Pasta
163229,Pizza Funghi,"mit Käse, Tomatensauce, Broccoli, Paprika und Champignons",Pizza Funghi,Pizza
144884,Pizza Europa,"mit Paprika, Champignons, Spargel, Ei, Spinat, Artischocken, Knoblauch und Broccoli",Pizza Europa,Pizza
89387,Pizza Quattro Formaggi,"mit Gouda, Mozzarella, Gorgonzola und Parmesan",Pizza Quattro Formaggi,Pizza
54361,Pasta Bolognese,mit Hackfleisch-Tomatensauce,Spaghetti Bolognese,Pasta
8250,Pizza 4 Jahreszeiten,"mit Paprika, Spinat, Zwiebeln und Schinken",Pizza Vier Jahreszeiten,Pizza
250036,Pizza Toscana,"mit Tomatensauce, Paprika, Thunfisch, Oliven, Basilikum und Käse",Pizza Toscana,Pizza
166333,Spaghetti Bolognese,mit Fleischsauce,Spaghetti Bolognese,Pasta
351266,Tortellini Quattro Formaggi,mit vier verschiedenen Käsesorten und Sahnesauce,Tortellini Quattro Formaggi,Pasta
116555,Pizza Prosciutto,mit Vorderschinken,Pizza Prosciutto,Pizza
736038,Pizza Sardellen,"mit Sardellen, Thunfisch, Mozzarella und Oliven",Pizza Sardellen,Pizza
135032,Pizza Peperoni,scharf und würzig,Pizza Peperoni,Pizza
555260,Pizza Gorgonzola,"mit Tomaten, Käse und Gorgonzoal",Pizza Gorgonzola,Pizza
269499,Pizza Tonno,mit Thunfisch und Zwiebeln,Pizza Tonno,Pizza
276436,Italien Pizza Gyros,"mit Gyros,Tomaten und Zwiebel",Pizza Gyros,Pizza
600227,Pizza Bolognese,mit Hackfleischsauce und Käse,Pizza Bolognese,Pizza
615651,Pizza Salami,mit Truthahnsalami,Pizza Salami,Pizza
212393,Rigatoni al Tonno,"mit frischer Paprika, Zwiebeln, Thunfisch, Tomatenbrühe und Käse überbacken",Rigatoni Tonno,Pasta
314581,Spaghetti Bolognese,hausgemacht,Spaghetti Bolognese,Pasta
22029,Calzone I,"mit Salami, Champignons und Ei",Pizza Calzone,Pizza
729333,Pizza Frutti di Mare,"mit Meeresfrüchten, Knoblauch, Oliven und Zitrone",Pizza Frutti di Mare,Pizza
46866,Tortellini Dello Chef,"mit Formfleischvorderschinken, Erbsen und Tomaten in Sahnesauce",Tortellini alla Chef,Pasta
144459,Pasta Gorgonzola-Broccoli,mit Sahnesauce,Spaghetti Gorgonzola,Pasta
96818,Tortellini della Casa,"mit Schinken, Champignons und Sahne",Trtellini della Casa,Pasta
135652,Pizza Schinken,mit Putenschinken,Pizza Prosciutto,Pizza
619871,Pizza Inferno,"mit Salami, Schinken, Pilzen und Peperoni",Pizza Inferno,Pizza
457192,"Pizza mit Oliven, Sardellen und Kapern",,Pizza Sardellen,Pizza
64720,Pizza Chef,"mit Salami, Schinken, Tomaten, Pilzen, Paprika, Ei und Peperoni",Pizza Chef,Pizza
263735,Pizza Margherita,"mit Tomatensauce, Käse und Oregano",Pizza Margherita,Pizza
575548,Pizza Rustika,mit Salami und Champignons,Pizza Rustika,Pizza
558110,Pizza Fantasia,"mit Thunfisch, Zwiebeln, Krabben und Knoblauch",Pizza Fantasia,Pizza
505293,Pizza Mozzarella,mit Mozzarella und frischen Tomaten,Pizza Mozzarella,Pizza
319382,Pizzabrot,,Pizzabrötchen,Pizza
255616,Pizza Holland,"mit Hähnchenbrust, Sauce Hollandaise und Broccoli",Pizza Holland,Pizza
665181,Pizza Calzone,"Pizzatasche mit Tomaten, Käse, Salami, Formfleischvorderschinken, frischen Champignons und Peperoni-Wurst",Pizza Calzone,Pizza
195176,Pizza Vegetaria,"mit Tomatensauce, Mozzarella, Zwiebeln, Paprika, Artischocken, Champignons und grünen Peperoni",Pizza Vegetaria,Pizza
219564,Spaghetti Gorgonzola,mit Gorgonzola in Sahnesauce,Spaghetti Gorgonzola,Pasta
599205,Pizza Napoli,"mit Salami, Peperoniwurst, Pilzen und Artischocken",Pizza Napoli,Pizza
422769,"Pizza mit Schinken, Mais, Tomaten, roten Zwiebeln und Peperoni",,Pizza Schinken Peperoni,Pizza
164346,Pasta Krabben,"mit Krabben, Spinat und Tomatensauce",Pasta mit Krabben,Pasta
236651,Tortellini Napoli,"mit Tomatensauce, Mozzarella und frischem Basilikum",Tortellini Napoli,Pasta
194337,Pizza Hawaii,mit Ananas und Schinken,Pizza Hawaii,Pizza
29473,Pizza Calzone (gefüllte Pizza),"mit Salami, Thunfisch, frischen Champignons und Schinken",Pizza Calzone,Pizza
685507,Pizza Rimini,"mit frischem Lachsfilet, Spinat, Sahnesauce und Mozzarella",Pizza Rimini,Pizza
720732,Pizza Rucola,"mit Mozzarella, Gouda, Rucola, Schinken, frischen Tomaten und Parmesan",Pizza Rucola,Pizza
